title,short_content,content,types
A gentle retreat in Corsica,Feature,"Immediately after Bastia, on the road to Cap Corse, the steep slopes of the island come closer, covered in dense vegetation. The mainland seems far away. The narrow road meanders gently along the Mediterranean before turning towards the mountains and the hamlet of Pozzo, in Brando.A bell tower comes into view amidst the pine and cypress trees. Keep your eyes peeled for the ""cappuccini"" sign (Capuchin monks lived here) to enter the building, which backs onto the church. The Pozzo convent, built in the 15th century, is an unusual place. Immediately, your eye is drawn to the mesmerizing view, with the swimming pool and the island of Elba in the distance.Apart from the magical location, this is primarily a family home that has borne witness to Corsica's history, and history in general. Once a novitiate, where young men prepared for religious life, the place was profoundly impacted by the French Revolution and acquired in 1796 by an ancestor of Emmanuelle Picon (Mattei, on her mother's side), the current owner, who now welcomes guests.""The convent has been in the family for seven generations. As a child, I used to come here every summer,"" she said, having changed her life almost 10 years ago, after a career in Paris working in public relations and marketing. The house's survival was at stake: To maintain it and pass it on to future generations, it needed to be looked after daily.Here, it's as if you've been invited over to the home of friends who have given over the space to soak up time. In the former monks' refectory, with its red terracotta floor, a majestic depiction of the Last Supper fits perfectly with the contours of the vaulted walls. Elsewhere, a crucified Christ and a Virgin visited by an angel decorate a room with their subtle presence. We're in Corsica, and Napoleon I makes appearances here and there, sculpted on a sideboard and painted on the back of pretty ceramic plates.There are also various books that you can imagine were accumulated over the course of vacations: Henri Troyat, Françoise Sagan and Hervé Bazin were all read before a dip in the pool, or taken to the beach via the mule track down to Erbalunga marina. ""A house like this requires delicate handling. I've tried to transform it as little as possible while respecting the spirit of the place,"" said Picon.You don't stay at the convent as if you were in a hotel, but as a guest sharing your meals with the other residents. The ever-changing menus also tell the story of Ile de Beauté, the ""Beautiful Island"" as it is known in French: Comforting bastelle (turnovers with chard and brocciu), Bastia-style anchovies, smoked coppa ham, milk-fed veal, strong-flavored ewe's milk cheeses, exceptional lemon curd (made in the convent itself), Corsican honey and exquisite canistrelli cookies – all of which are washed down with a Ribella beer or a local Patrimonio wine. This Corsican PDO produces silky reds from the niellucio grape.",/en/lifestyle/
"Culture, fashion, gastronomy: Le Monde's top end-of-summer picks",Selection,"The end of summer means it's time to distract yourself from the shorter days with a dazzling new creative season in France. Overcome the back-to-the-office blues with metallic make-up, opulent tote bags and exquisite menswear. Delight your palate at a legendary French chef's first Paris restaurant. Prolong the summer sunshine with elegant Sicilian wines and vibrant olive oils. Immerse yourself in exciting new French cinema and Nicolas de Staël's brilliant landscapes. And dance like nobody's watching to the latest girl rappers.Marin Karmitz, born in 1938, is not only one of the most important figures in the world of European cinema, through the company MK2, he is also a major collector of contemporary art and his role in the careers of artists such as Christian Boltanski is undeniable. The Corps à Corps exhibition, which opens at Centre Pompidou on September 6, is a dialogue between two photographic collections, Marin Karmitz's and the Paris museum's own. In all, 500 works by 120 historic and contemporary photographers will be on display. It's up to the visitor to weave links between creations, between movements and between the personal vision of one man, and the more scientific but equally emotional vision of a museum. C. Gh.Nicolas de Staël's mission in painting was to ""return man to himself,"" as summed up by his faithful friend, the poet René Char. Paris's Museum of Modern Art unveils the infinite richness of the work of the Russian exile, a legend on the post-war Parisian scene, through a vast retrospective of some 200 paintings, drawings, prints and notebooks. From Paris to Antibes, it retraces in all its intensity his 15-year trajectory, shattered by his suicide at the age of 41 in 1955. ""Life is so sad without paintings that I go for it as long as I can,"" wrote the artist who defied categorization, who refused to enter the debates between abstraction and figuration that divided the art world of the time.Returning to his first figurative steps, then to the floating forms of his canvases from the war years, the exhibition reveals his ""inevitable need to break everything when the machine seems to be running too smoothly."" Established as the central figure of the Second Paris School, de Staël nevertheless refused to belong to any movement, exploring techniques and formats, tirelessly changing tools and subjects, from soccer to still life. Less well known, he was also a virtuoso draughtsman, as revealed by a rich selection of works on paper. The highlight of the exhibition is his uncluttered landscapes of the 1950s, evoked through a number of canvases never before shown in a French museum.",/en/lifestyle/
"Marc Bohan, former creative director of Dior, has died","    For over 25 years, he reigned over the renowned French fashion house. A discreet friend to the stars, he established the brand in the perfume market. He died on September 6, 2023, at the age of 97. ","Designing clothes that are sophisticated yet simple, without forgetting to add a touch of cheekiness: This was Marc Bohan's guiding principle throughout his career as a couturier at Christian Dior. He died on Wednesday, September 6, at his home in Burgundy, France, at the age of 97. Although he had developed an interest in textiles as a child, his family tried to dissuade him from taking up couture. Born in Paris on August 22, 1926, he began studying finance after passing his final school exams at Lycée Lakanal. But the young man was determined to follow his own instincts and aspirations.He soon abandoned his ""boring and tedious"" studies and was hired as a workshop apprentice by Jean Patou, before becoming assistant designer to couturier Robert Piguet in 1946. He left to do his military service in 1948, and from the moment he returned to France, he worked with the leading designers of the day, first at the Paris atelier of British designer Edward Molyneux, then at Madeleine de Rauch's popular studio, a stone's throw from the Champs-Elysées.In 1953, he opened his own couture house on the prestigious Avenue George-V, then the epicenter of Parisian chic. A year later, however, his financial mismanagement forced him to close the company. While he returned to Patou for a time, the adventure of a lifetime awaited him. He was called in by the Boussac family, then owners of Christian Dior, to replace at a moment's notice the young creative director, Yves Saint-Laurent, who had been called up for military service in 1957. Saint-Laurent had been appointed to the post a few months earlier, following the sudden death of Christian Dior.When Saint-Laurent returned, his place was taken: The Boussacs had found their star couturier. He was officially creative director of Christian Dior from 1961 to 1989. Under his impetus, the Dior silhouette, made famous by the ""New Look"" line in 1947, became restrained and deceptively sensible. Dresses and suits were elegant and popular with the Tout-Paris (the stylish and affluent elite of Paris), with femininity nestling in the detail of a bow or a hemline and embroidery illuminating jackets and evening gowns. He traversed the eras and knew perfectly how to transpose their essence into his creations. From the liberation of the body in the 1960s with flowing little dresses, to the introduction of cotton T-shirts worn with baggy pants in the '70s, to the grandiloquent sheath dresses of the following decade, the Dior aesthetic asserted itself with panache.An innovator, he was the first couturier to offer a line for young children in 1967, called ""Baby Dior,"" followed by a range of menswear called ""Christian Dior Monsieur"" in 1970. A lover of fragrances, he also brought the house into this promising market. Eau Sauvage, the house's first scent for men, was a success when launched in 1966. To rejuvenate the brand's image, he also created a line for young women in 1967, simply called ""Miss Dior."" A major friend to the stars, he dressed Elizabeth Taylor, Grace Kelly, Sylvie Vartan and Maria Callas. In 1967, he designed Farah Diba's sumptuous outfit for the coronation of her husband, the shah of Iran.""My friends sometimes wonder at my withdrawal behind the Christian Dior name. My sole ambition has always been to justify the trust placed in me, from Marcel Boussac, to all those whose talent I knew needed the House of Dior to continue,"" he wrote in the preface to the catalog of a 2009 exhibition devoted to his work at the Musée Dior in Granville (northwestern France). In 1984, Bernard Arnault bought Christian Dior Couture from the Boussac group, keeping Bohan at the helm of design. In 1983 and 1988, he received two Dés d'or awards, the ultimate accolade for a haute couture designer. He retired from the job in 1989, to make way for Gianfranco Ferré. Bohan's work and world are highlighted in the 2018 book Dior By Marc Bohan, by fashion journalist Jérôme Hanover.August 22, 1926 Born in Paris1961-1989 Creative director for the House of Dior1966 Created Eau Sauvage fragrance1983 Wins his first Dé d'orSeptember 6, 2023 Died in Châtillon-sur-Seine, in northeastern France",/en/lifestyle/
Five little-known treasures for the whole family to discover at Paris's Jardin des Plantes,"    Four centuries old, the botanical garden, home to the Muséum National d'Histoire Naturelle and the Grande Galerie de l'Évolution, is a must-see for children, with its own mysteries and secret corners. ","Schoolchildren in the Paris region picnic here at least once, after saluting the Durfort mammoth in the paleontology gallery, a quick sweat in the tropical greenhouse and a visit to the menagerie. But the Jardin des Plantes, which has been open to the public since 1640, has many other nuggets to discover alongside these, which you can explore with the whole family.What a strange little green hill! There's nothing natural about the hillock overlooking the Jardin des Plantes. It was artificially formed by the accumulation of garbage and rubble before being covered with vines. Walkers can venture between the well-trimmed hedges of the winding path, also known as the labyrinth, in which it's impossible to get lost. The path inevitably leads to the summit and Buffon's gazebo. This small iron structure – the oldest metal monument in Paris – has watched over the garden since 1787. It was built at the request of Georges-Louis Leclerc, Comte de Buffon, the famous 18th-century naturalist and encyclopedist, steward of the King's Garden.This viewpoint will give your souvenir photos an undeniably bucolic feel. Once you've descended from the labyrinth, you can enjoy a little treasure hunt, trying to find the tomb of naturalist Louis Jean-Marie Daubenton, first director of the Muséum d’histoire naturelle, and three large bronze sculptures engraved with the verses of Saint-John Perse's Nocturne. The 1973 poem begins: ""Here they are ripe, these fruits of a shady destiny...""If your children are fascinated by the secret life of trees, they won't be disappointed as they stroll through the paths. Just below the labyrinth stands the majestic Jussieu cedar from Lebanon. Surrounded by a stone bench where you can rest in its pleasant shade, this tree was the first of its kind to be imported into France, in 1734. This cedar, with its flattened crown and spreading branches – known as a tabular habit – is one of the oldest in the garden.Another tree not to be missed is Buffon's plane tree, planted in 1785. It stands 27 meters tall and has never been pruned. It can be picked out by its beautiful marbled bark and pale green-grey foliage. Finally, in front of the Paleontology and Comparative Anatomy Gallery, the Stegosaurus statue will catch the eye of younger visitors. Surrounding it is an evocation of the vegetation of the dinosaur era. Among the trees is the Wollemi pine. This long-ignored conifer was only discovered in Australia in 1994. It was planted in France 12 years later.",/en/lifestyle/
Le Monde's selection of five Parisian restaurants with great terraces,Selection,"There are plenty of good places to eat under the open sky in Paris' suburbs. From Youpi au Théâtre, the marvelous cafeteria installed in the summer under the canopy of the Théâtre de Gennevilliers, to Villa9Trois and its charming tables in Montreuil. In Paris, the streets have become permanently adorned with summer terraces that can bloom on the asphalt from April 1 to October 31 in the wake of Covid. But finding the right combination of a terrace, a quiet street and good food is not always easy.Here's a selection of highly recommended tables where you can enjoy the sun's embrace while being able to hear what the person sitting next to you is saying.L'Entrepôt is like a Swiss Army knife. This former printing shop now houses a gallery, a concert hall, an art house cinema and a large restaurant (130 covers) sheltered by an oversized glass roof. In the summer, a terrace protected by plane trees and a partition dotted with emerald-green ceramics is an invitation to indulge in good food and sunbathing. For the past three years, the cheerful team from Fulgurances (three establishments in Paris and one in New York) has taken over the restaurant, and their plates always return to the kitchen empty. At lunchtime, William Cottier creates small miracles (menus start from €21) by focusing on seasonal produce.The 36-year-old chef has a preference for low-fat fried dishes, homemade oils and vinegars. We also fell under the spell of his grease-free tempura-cooked spring onions, followed by a mayonnaise flavored with hay-smoked oil, and oysters with shiso vinegar (the leaf of which is widely used in Japanese cuisine). In the evenings, Cottier and his brigade assist resident chefs: Fulgurances' philosophy is to showcase young and already well-honed talent. The most recent of these is Australian-born chef Reece Moore, who prepared a summer menu that's all about texture at a fair price (€42). We were able to sample a mustardy veal tartare, pigeon with tarragon mayonnaise, sorrel sorbet and raspberry coulis, with strong but controlled tastes. And we also left our plates carefully cleaned.If you like local produce, no-nonsense cooking and dishes that take several days to prepare (yes, really), you just found your new HQ. The Italian establishment Aglio e Olio and the neighboring French restaurant Massale were both created by the smiling Thomas Chapelle, who offers his expert advice as he goes from table to table. Aglio e Olio is his newest creation: affordable (lunch menus start from €18; dinner menu from €45) while respecting produce and tradition. In the summer, the restaurant, located on a quiet street, can accommodate up to 30 diners.",/en/lifestyle/
Fashion film: Welcome to Gordon von Steiner's dreamy country party,Feature,"At the beginning of July, in a château and manor house on the outskirts of Paris, director and photographer Gordon von Steiner and designer Imruh Asha, creator of the explosively colorful fashion series imbued with a real joie de vivre, invited some fifteen models, including star models Adut Akech, Mona Tougaard and Loli Bahia, to a friendly country party.For two days, they let these young people ""have their fun,"" capturing scenes that were as natural as possible: running through the meadows and corridors of the old mansion, drinking cognac from the bottle, fooling around and bickering, getting ready for a party, and all for hours.The result is a film inspired, according to its creator, by the American and French cinema of the 1960s. Indeed, while the setting of a castle in the middle of fields may recall that of Alain Resnais' Last Year at Marienbad (1961), it is the image of a relaxed, joyful, almost Californian youth that appears on the screen. The images below are taken from the film. As von Steiner puts it, ""It's up to the viewer to decide what's real and what's fictional.""",/en/lifestyle/
Tarts à la carte! Three festive recipes for vegan meals,"    For dishes that are easy to prepare and healthy, here's a selection of scrumptious tarts, with cherry tomatoes, zucchini or onion compote. ","Cherry tomato and balsamic vinegar tatin, easy zucchini tart and pissaladière! With these three recipes from Terroir vegan. 80 recettes gourmandes et végétales à base des meilleurs produits de nos régions (""Terroir vegan. 80 gourmet plant-based recipes using the best produce from our regions"") by Aude Richard, picnics in the woods, lunches at the office or dinners at home will be a sunny feast!Serves 4 to 6Preparation time: 15 minutesCooking time: 40 minutesIngredients:Preheat the oven to 180°CIn a frying pan, or directly in the tart tin (22 cm in diameter) if possible, make the balsamic vinegar caramel: heat the sugar, balsamic vinegar and margarine over medium heat, without stirring, to caramelize.Pour the caramel into the tin (it doesn't matter if it solidifies).Sprinkle a pinch of thyme over the bottom of the tin. Arrange the whole cherry tomatoes over the entire surface.Place the puff pastry on top, tucking the edges of the pastry between the tin and the cherry tomatoes. Make a small cross with a knife in the middle of the pastry to allow the steam to escape. Bake for 30 minutes on the middle rack.Remove from the oven and leave to cool for 5 minutes, then transfer to a plate (beware of burns!).Eat cold or warm with a little arugula.Serves 4Preparation time: 20 minutesCooking time: 30 to 35 minutesIngredients:For the shortcrust pastry :For the garnish :Preheat oven to 180°CCombine the flour and salt in a mixing bowl, then add the oil. Start mixing so that all the flour is coated, then gradually pour in 6 to 7 cl of water and knead until a homogeneous ball forms.Roll out the pastry and line a tart tin. Bake the pastry for 5 minutes in a hot oven.Cut the zucchini into thin slices. Mix the cream and chickpea flour in a bowl until smooth and lump-free. Stir in zucchini slices.Season with salt and pepper and add the herb mixture.Pour over the pre-cooked pastry and bake for 25-30 minutes.Serves 4 to 6Preparation time: 40 minutesRefrigeration: 1 nightRest: 1 hourCooking time: 45 minutes to 1 hourIngredients:For the yeast dough :",/en/lifestyle/
Svenskt Tenn presents another vision of Swedish design,Long Read,"Swedish designer Estrid Ericson is said to have loved entertaining in her apartment in a classic building on Strandvägen Street, just above her boutique facing Stockholm harbor. Those who frequented her home confirmed that she was a mediocre cook. But it didn't matter. Guests didn't come to fill their bellies but to feast their eyes. Born in 1894, Ericson had turned the art of dining into an art in itself. ""Food was matched to the tableware, but something had to stand out and arouse astonishment,"" said decorator Karin Södergren, who is responsible for the store's layout.Almost a century later, the Strandvägen boutique remains the only physical address for the Svenskt Tenn brand, which generates a very large proportion of its sales on its website. Now a tourist attraction in Stockholm, it is also a must for design aficionados. Dressed all in black, its employees continue to apply its founder's principles.Throughout the store, vases of freshly cut flowers adorn the furniture. Every Monday morning, Ericson brought back armfuls of them from her country home in southern Stockholm. Svenskt Tenn was much more than a decorative boutique: ""Estrid wanted to create a magical world,"" said Per Ahldén, the collections and archives manager, wearing tortoiseshell glasses and a bow tie.At the entrance, two earthenware dogs welcome visitors. Some come to shop. Others come to stroll or seek inspiration. There are those who grew up with the brand; those who accidentally discovered that they unknowingly owned Svenskt Tenn objects, usually inherited; and others, often younger, who discovered it in magazines or on decoration websites.On Strandvägen Street, the store layout changes with the seasons. Like a museum, the 1,700-square-meter space features all the brand's most emblematic creations: the pewter lion by sculptor Anna Petrus; the enormous Liljevalchs sofa designed by Austrian architect Josef Frank in 1934 for Ericson's apartment, with its tapestries and floral fabrics; and the Knot of Friendship candle holder that Frank designed on the eve of the Second World War, which has since become a bestseller.A showcase and flagship, the boutique opened its doors in 1927, three years after the birth of the Svenskt Tenn brand. The store has been expanded several times since. The decoration has been tirelessly redone. And yet, Ericson, who died in 1981, seems never to have left the premises. Large black-and-white portraits hang on the wall, displaying her mischievous gaze, while upstairs, behind a glass wall, you can admire her studio, where a long wooden table stands opposite a wall of shelves, filled with shells, knick-knacks brought back from her travels and personal creations.",/en/lifestyle/
Azzedine Alaïa at the Palais Galliera: The eclectic treasures of a clothing collector,Long Read,"You've got to really love fashion to spend almost 50 years scouring auctions and protecting textile treasures made or worn by others from being destroyed or dispersed. Azzedine Alaïa never made much of his passion. He spoke very little about it, went to the auction rooms alone or with a different person each time and never flaunted his discoveries. The collection – and above all its magnitude – was not discovered until his death in 2017. It was his secret garden, the mission he had set himself.With the same rigor and uncompromising attitude he applied to his work as a couturier, he ultimately assembled what appears to be the world's largest personal collection of clothing, comprising 20,000 pieces. Of these, 140 are on display for the first time at the Palais Galliera, the Musée de la Mode (Paris Fashion Museum), until January 21. This is 10 years after the institution dedicated a retrospective to him for the reopening of its renovated galleries in 2013. The other 19,860 items remain out of sight, in a warehouse on the outskirts of Paris and on the secure floors of 18 Rue de la Verrerie, in the Marais.This historic address, acquired by the couturier in 1987, now houses the headquarters of the Fondation Azzedine Alaïa, which was recognized as an ""Établissement d'Utilité Publique"" (an organization governed by private law whose creation has been formalized by decree) in 2020. There is also a showroom, some storerooms, a restaurant and a bookstore, as well as the workshops and studio of the Alaïa brand (owned by the Richemont group), where Pieter Mulier currently serves as artistic director. Only Alaïa's death, on November 18, 2017, at the age of 82, brought an end to his buying frenzy and to his ambition to create a unique fashion heritage for France.He was bitten by the bug in May 1968. Cristóbal Balenciaga decided to close his couture house. Mademoiselle Renée, director of the label and a close collaborator of the Spanish master, called Alaïa to come and pick up anything he deemed useful for his work. ""Alaïa was a young designer aged 33 at the time, but his talent and technical mastery were already recognized,"" said Miren Arzalluz, director of the Palais Galliera and curator, along with Olivier Saillard, of the exhibition opening on September 27. Initially thinking of reusing the fabric from the dresses, he brought back everything he could. However, Balenciaga's clothes, their cuts, the sophistication of their structure and the complexity behind the apparent simplicity all impressed Alaïa, who refused to cut them up.",/en/lifestyle/
I'll be staying at Le Corbusier or Gaetano Pesce's place: Five architect-designed houses for rent,Selection,"We're already dreaming of our next vacation, so here are five places to stay that have been designed by icons of the architectural world. Whether a lesser-known modernist gem, a surprising cabin among the olive trees or a minimalist room in the vineyards, they are all unique experiences.Le Corbusier didn't just design Marseille's Cité Radieuse, Firminy is also worth a visit. In fact, it was in this town in the Loire department, not far from Saint-Etienne, that he built his largest architectural complex in Europe.Located in the Firminy-Vert neighborhood, it includes the Maison de la Culture, a stadium, Saint-Pierre church (completed in 2006), a swimming pool and a housing unit – the fifth to be built in the world. This one embodies a novel spatial arrangement combining the advantages of collective and individual housing. As advocated by the architect, each space is tailored to the needs of modernity, with no frills and furniture reduced to its functional role. Designed to provide maximum natural light, this 130-meter concrete ""living machine"" stands on stilts and faces west and east, with bay windows that offer sweeping views of the surrounding countryside, gradually encroached upon by urbanization.You can discover this unique place by visiting a show apartment, providing a taste of the France of the ""Trente Glorieuses"" (""Thirty Glorious Years,"" 1945-1975), as well as by staying in the duplex at the top of the unit, which is available for rental and can accommodate up to six guests. Formed by merging two apartments, the 125-square-meter dwelling is no longer fitted out with the original furniture designed by Pierre Guariche, apart from the serving hatch. With simple decor in colors reminiscent of those used by the architect, the walk-through apartment features a living room opening onto two terraces, providing a panoramic view of the Le Corbusier site.When it comes to the Memphis group, we have obviously heard of Ettore Sottsass, an icon of Italian design. Unfortunately, the names of his contemporaries are less well-known. Among them is Italian architect and designer Matteo Thun. He designed the Pergola Residence, an apartment hotel in Lagundo, in Italy's Alto Adige region.Nestled among vineyards and apple orchards, the building is clad in rubble stone, as if to evoke the terraced walls of the vineyards, and wood, which is abundant in the hotel's 14 suites. They are all south-facing, with large terraces offering panoramic views of the Adige Valley and surrounding mountains. The minimalist setting also features an elegant pergola, beneath which guests are invited to walk barefoot.",/en/lifestyle/
Milan Fashion Week was a parade of quiet luxury,"    During this year's shows in Lombardy, designers embraced more simple designs while emphasizing the quality of their craftsmanship. ","Could it be a deep-seated trend? In the spring of 2023, the ""discreet luxury"" movement made its appearance following Gwyneth Paltrow's trial for a skiing accident. The actress made her mark by wearing timelessly chic outfits to court every day, devoid of any ostentatious signs of wealth, but all from luxury labels. After several seasons marked by the predominance of logos, exaggerated volumes, and a sexy but trashy aesthetic that has been brought back from the 2000s, quiet luxury, in its original version, seems to be carving a serious place for itself on the catwalks of Milan Fashion Week, held from September 19 to 25.Fendi still played a little with its ""F"" logo, which remains present on the bags, but the overall tone is sober. Designer Kim Jones was inspired by the timeless beauty of Rome, in particular the Colosseum, daily inspiration along the route of his office commute. For the show, there was no amphitheater in sight, but there were monumental white statues of Fendi bags in front of which posed graceful women dressed for every occasion. Some wore a simple monochrome turtleneck knit dress (that subtly uncovered one shoulder), while others played with color like aniseed-toned pinstripe pants under an ochre trench coat and vermilion gloves.Eveningwear took the form of a long, sky-blue dress, like a satin sheet layed nonchalantly over the body. The audience, made up of an array of 50-something stars (Kate Moss, Demi Moore, Linda Evangelista, Naomi Campbell...), embodied the ideal customers for this tasteful wardrobe, whose straight lines and precision are sometimes a little cold.For its part, Max Mara offered a sunnier version of quiet luxury, inspired by a theme that is anything but lavish: the daily life of the British Women's Land Army, the 80,000 rural and urban women who, during the Second World War, took on farm work to feed the nation while the men were off fighting.To give character to his workwear pieces, designer Ian Griffiths cut them from thick white cotton canvas, dyed them separately, then machine-dyed them to shade their color and ""give each piece a unique character."" The result was very convincing, from the big, collarless, indigo, trench coats, to the royal blue apron dresses, to the magenta playsuit, to the buttercup yellow shirts, to the pants with emerald patch pockets, to the ochre jackets.At Ferragamo, too, the source of inspiration was far from opulence: Maximilian Davis took an interest in arte povera – the avant-garde art movement that emerged in Italy in the 1960s – which favors the use of natural or reclaimed materials. The designer transposed the idea of elevating elemental materials through creation, by working with simple cotton and linen canvases that he embroidered onto satin capes or treated to blend with leather. ""I wanted things to be light, both in terms of fabric and construction, but also in terms of the lines. I wanted this collection to be pure and honest, yet interesting to the touch,"" explained the designer. In any case, the collection is bursting with ideas, from body-wrapping togas with abstract patterns to suits with sleeves slit to the shoulders, to form-fitting dresses in stiff leather, illuminated by large, jewel-like silver clasps.While they're not highlighting their logos, discreet luxury brands do tend to promote the quality of their craftsmanship. And it is exactly what Tod's is doing: celebrating ""made in Italy."" The company invited its guests into the workshops where the sets for Milan's La Scala are made: models make their way between the columns and plaster sculptures that will be used for the next production of Verdi's Don Carlos opera, which is premiering in December.For his latest collection at Tod's, designer Walter Chiapponi drew inspiration from the 1990s –the decade dominated by the minimalism of Prada and Helmut Lang – to design a tastefully perfect wardrobe in which women look comfortable. Suits are formal yet supple (because they have no lining), pleated skirts are worn with skin-tight jackets and a sienna shirt-dress is enough to make a statement. Deceptively simple and skillfully cut, this collection also has the merit of not projecting a vision of an imaginary woman.This is also the strength of Jil Sander, who is capable of creating a collection that looks good without seeming to think about it. Designers Luke and Lucie Meier didn't bother with concepts; They played on contrasts, between feminine and masculine, the every day and the glamorous, all supported by highly advanced technical research and exquisite materials. The show opened with an almond-green dress, whose fine-knit top contrasted with the opulence of the gathered, thick-wool skirt; the model was also wearing a light cap and a necklace of large, sparkling stones. From a pale pink coat that was a little too wide, to a large black trench coat, to a white poplin dress embroidered with openwork, to an XXL shirt that hid the wearer's hands, to a long ivory dress simply decorated with two metallic circles at the shirt collar, sometimes it doesn't take much to look elegant.",/en/lifestyle/
Paris Fashion Week: A sense of celebration,"    Roses by the thousands at Balmain, silver harem pants at Rabanne, sequined denim with a disco touch at Acne Studios – all showcasing designers embracing vibrant and whimsical fashion. ","Could it be a desire to preserve fashion as a separate bubble, far from distressing reality? Joie de vivre and a festive spirit were the order of the day on the catwalks of Paris Fashion Week, which runs until October 3.""I'm a maximalist designer, I love colors and prints, I want to make people happy. We all need it, I think,"" explained Olivier Rousteing at Balmain, still smiling despite his recent setback – the brand had a truck carrying some of the collection's pieces held up on September 16. The show must go on, with an ode to roses, a print found in the archives and reinterpreted in a thousand ways – bouquets emerging from bags, applied to short, draped dresses, on a spectacular coat or on the hips of slips. What didn't we see in this collection, because of the robbery? ""Tuxedos, denim and jersey pieces,"" which ultimately did nothing to detract from this festive evening wardrobe.It's a different kind of party that Acne Studios is celebrating, 2000s rave-style, with a giant, broken disco ball at the end of the catwalk. ""This season's industrial vibe comes mainly from my passion for denim and the many ways we can manipulate this extraordinary fabric,"" commented creative director Jonny Johansson. Here, it's effectively covered in white clay-like paint, worn as hip-low pants or a ripped miniskirt. Long dresses in blue, red or green are draped and floaty, or embroidered with sequins. Bras were hastily slipped over cropped tank tops as if the night had been too short, but joyful.Julien Dossena's Rabanne collection is richly adorned in silver and gold. The secret weapon of the designer, helming his twentieth fashion show for the house, lies in the metallic mesh dear to the founder. ""It's like finding an old friend and having fun with them – the possibilities are endless. For some, it evokes a medieval dimension. For others, it's made for parties. In any case, it's a fascinating material to work with.""Here, inspiration leans towards a desert community, with harem pants that offer great freedom, short or draped dresses, pants covered with sequins or in an ultra-light wool and silk blend. The ensemble works, as it makes you want to join this community for a summer.",/en/lifestyle/
"Nîmes, a welcome gastronomic surprise",Feature,"It's 11 pm, and the temperature in Nîmes' city center, scorched by the heatwave, is only just starting to become bearable. Behind the Carré d'Art, the city's contemporary art museum, François-Xavier Durieu is getting ready to close up shop. Two years ago, he and his wife Emmanuelle created Textures, an odd establishment halfway between a second-hand shop, delicatessen and fine dining restaurant where customers can pick up loose tea, ceramics, cookery books and unusual dishes combining many different influences. The owner improvises mosaic plates where cuttlefish mingle with roasted eggplants, watermelons are shaken with a little balsamic vinegar and fig-flavored brandades. The plate combines organic vegetables and local fish for less than €20.Textures' unique formula and family atmosphere have attracted a host of customers who have become friends. That evening, Durieu didn't close the door of his restaurant at 11 pm as planned. ""Good evening, guys. Not too hot?"" he asked a couple of regulars who dropped by to say hello. The owner spontaneously pulled out a bench and a bistro table on the sidewalk and paid for a round of natural wine while the discussion turned to Nîmes' booming culinary scene.""I grew up here, but I hesitated to come back,"" said the chef. ""After working in London and then Lyon, I was afraid I'd get bored. The way I remember it, the restaurant scene remained stuck on fairly classic offers. I had it all wrong. We're going through a shift: The people of Nîmes and its new residents – many Parisians who came after the lockdown – want to try something new.""The Gard prefecture (the French department in which Nîmes is located) has been receiving praise from all over the world. In January, the New York Times, enticed by its gourmet addresses, made it the only ""must-visit"" French city – out of 52 destinations. In March, the Michelin Guide awarded a star to Rouge, a gourmet restaurant run by Benin-born chef Georgiana Viou, bringing to five the number of Michelin-starred establishments in and around the town. A fine score for a city of 150,000 too often boiled down to its Roman-era stones and ferias.""There's a momentum,"" confirmed Viou. ""Nîmes is opening up to the world, and I'm proof of it. I was quickly accepted, and people were even insisting that I move from Marseille. And now I have!"" In its two years, Rouge's beautiful tree-lined inner courtyard has lost none of its magic, and the chef's mixed dishes – combining the cuisine from her native Benin and the Mediterranean – have become even more refined.",/en/lifestyle/
